bagg 闭关
zgzh 总值
zgzhi 中国证监会
zgzhio 中国证券监督管理委员会
zgzi 遵照
zgzio 烛照
zgzj 中规中矩
zgzji 中国专利局
zgzjio 中共中央总书记
zgzk 遵旨
zgzl 尊重
zgzle 着重
zgzli 郑重
zgzlio 州长
zgzlo 尊长
zgzp 总在
zgzs 资格证书
zgzsi 中国专利和技术转让公司
zgzt 中共中央办公厅
zgzu 总找
zgzw 载歌载舞
zgzx 中国足协
zgzy 尊者
zgzye 至关重要
zgzyea 主观主义
zgzyi 中共中央
zgzyo 总政
zgzyoo 总支
zgzz 粽子
zgzze 在工作中
zgzzo 职工之中
zhb 指挥部
zhba 自闭
zhbb 坐标
zhbbe 指挥棒
zhbc 自编
zhbd 追补
zhbe 作罢
zhbf 肘后备急方
zhbg 自爆
zhbge 作弊
zhbgee 再好不过
zhbh 自卑
zhbha 皂白
zhbhe 自保
zhbhee 自白
zhbhei 作伴
zhbheo 自便
zhbho 追兵
zhbhoi 做伴
zhbhoo 纵横捭阖
zhbi 自暴
zhbie 自毙
zhbj 作别
zhbk 自备
zhbl 坐怀不乱
zhbn 自办
zhbno 侦办
zhbo 值班
zhboo 转换表
zhbp 追奔
zhbu 追捕
zhbue 自拔
zhbueo 自报
zhbz 仲巴
zhc 中后场
zhcb 追查
zhcbe 自查
zhcbo 侦查
zhcc 纵横驰骋
zhcce 自毁长城
zhcd 作词
zhcf 自产
zhcfe 仔畜
zhch 自从
zhche 自创
zhcho 追偿
zhci 坐车
zhcio 紫河车
zhcj 自嘲
zhcje 自吹
zhcjo 最好成绩
zhck 住处
zhcl 自称
zhcle 自筹
zhclo 众筹
zhcm 坐船
zhcn 中后场
zhco 仲春
zhcp 做成
zhcpe 自成
zhcpeo 作成
zhcr 做错
zhcre 自此
zhcrea 值此
zhcreo 佐餐
zhcs 侦察
zhcse 自忖
zhct 侦测
zhcte 自测
zhcu 自持
zhcue 住持
zhcuo 做操
zhcw 做菜
zhcy 仲裁
zhcye 自裁
zhcz 做出
zhcze 作出
zhd 之后的
zhdd 住读
zhddo 紫花地丁
zhdf 住店
zhdfo 杂货店
zhdg 主航道
zhdge 主河道
zhdh 做的
zhdhe 住的
zhdho 综合的
zhdi 做到
zhdie 坐到
zhdieo 作东
zhdio 追到
zhdk 众多
zhdko 做多
zhdl 作答
zhdle 坐等
zhdm 值得
zhdme 自得
zhdmo 做得
zhdn 住地
zhdne 坐地
zhdo 自动
zhdp 自大
zhdpe 作大
zhdpeo 坐大
zhdpo 做大
zhdr 着火点
zhds 坐定
zhdse 自定
zhdsei 驻华大使
zhdseo 在很大程度上
zhdso 追悼
zhdu 自打
zhdue 坐垫
zhduo 追打
zhdx 作对
zhdxo 做对
zhdxoe 综合大学
zhdy 自带
zhf 转会费
zhfb 自焚
zhfbe 自费
zhfc 自肥
zhfco 追肥
zhfd 住房
zhff 作废
zhffo 战火纷飞
zhfh 制黄贩黄
zhfk 作风
zhfke 自负
zhfko 做饭
zhfkoo 追风
zhfm 自反
zhfn 自发
zhfne 作坊
zhfneo 自封
zhfo 自奉
zhfp 皂矾
zhfq 煮鹤焚琴
zhft 做法
zhfte 作法
zhfw 综合服务
zhfz 综合防治
zhg 指挥官
zhgb 作梗
zhgbe 组合柜
zhgbo 追根
zhgc 自给
zhge 坐骨
zhgee 坐果
zhgeo 最惠国
zhgh 做个
zhghe 自个
zhgheo 自供
zhgho 做鬼
zhgk 自各
zhgl 自管
zhglo 综合国力
zhgn 追赶
zhgp 自豪感
zhgs 作怪
zhgse 自宫
zhgseo 住惯
zhgso 做官
zhgsoa 纵虎归山
zhgy 做过
zhgye 自古
zhgyee 自甘
zhgyeo 作过
zhgyo 做工
zhgyoo 最惠国待遇
zhgyou 做功
zhh 这很好
zhhd 住户
zhhe 追回
zhhee 作画
zhhf 自豪
zhhg 粘糊糊
zhhh 自会
zhhhe 自毁
zhhhea 坐化
zhhheo 伫候
zhhj 脏乎乎
zhhn 做好
zhhne 坐好
zhhp 追还
zhhs 追悔
zhhso 追怀
zhht 做活
zhhte 自汗
zhjb 自己
zhjbe 自尽
zhjbee 自居
zhjbeo 自建
zhjc 住脚
zhjce 自绝
zhjcei 自纠
zhjco 侦缉
zhjcoi 追剿
zhjcoo 纵横交错
zhjd 传记
zhjdo 追记
zhje 坐具
zhjf 做就
zhjfe 自决
zhjg 指挥机关
zhjh 作假
zhjhe 作价
zhjj 作践
zhjk 自解
zhjka 皂角
zhjl 壮怀激烈
zhjn 追加
zhjo 追击
zhjoe 住进
zhjs 自觉
zhjse 作家
zhjseo 自家
zhjso 追究
zhjt 佐酒
zhjw 自荐
zhjx 自矜
zhjxe 仔鸡
zhjy 自救
zhjyo 综合经营
zhk 转户口
zhkc 综合考察
zhkf 综合开发
zhkg 转换开关
zhkj 住口
zhkl 综合考虑
zhkn 债款
zhkp 自夸
zhks 做客
zhkse 自愧
zhksee 作客
zhkso 做空
zhku 自控
zhky 自考
zhl 综合楼
zhlb 皂隶
zhlf 伫立
zhlfe 自立
zhlfeo 自恋
zhlg 佐料
zhlge 作料
zhli 载货量
zhlk 作乐
zhlke 自留
zhll 作乱
zhlle 自利
zhlm 自律
zhln 自力
zhlo 自理
zhlp 照葫芦画瓢
zhls 坐牢
zhlse 自怜
zhlso 抓好落实
zhlt 自流
zhlu 自来
zhlw 坐落
zhly 综合利用
zhlz 做了
zhlze 住了
zhlzea 作了
zhm 走后门
zhma 走后门
zhmb 做梦
zhmc 账户名称
zhmd 自谋
zhmg 作美
zhmgi 中华民国
zhmh 自命
zhmi 自明
zhmj 追悔莫及
zhmk 自勉
zhmn 做媒
zhmt 坐满
zhmte 自满
zhmu 自摸
zhmw 追慕
zhmx 紫花苜蓿
zhmz 中华民族
zhnb 仲尼
zhnh 追念
zhnj 做呢
zhnk 自馁
zhnl 综合能力
zhnn 侄女
zhnno 众怒
zhno 作弄
zhnr 自虐
zhnu 自拟
zhnw 作孽
zhnx 作难
zhp 杂货铺
zhph 综合平衡
zhpi 自曝
zhpj 作品
zhpjo 综合评价
zhpp 侦破
zhpr 杂货铺
zhpt 做派
zhpte 作派
zhpu 自拍
zhpuo 追捧
zhpz 作陪
zhq 指挥权
zhqb 自强
zhqbo 做强
zhqboe 总后勤部
zhqboo 债权
zhqc 坐骑
zhqce 自毁前程
zhqd 自谦
zhqe 作曲
zhqf 自弃
zhqfo 做亲
zhqg 债券
zhqgi 中华全国
zhqh 中华全国总工会
zhqi 镇海区
zhqio 珠晖区
zhqj 整合全局
zhql 仲秋
zhqm 直呼其名
zhqn 做起
zhqr 值钱
zhqs 征婚启事
zhqy 追求
zhqye 自取
zhqyeu 值勤
zhqyi 中后期
zhqz 自戕
zhrc 沾花惹草
zhrd 自认
zhrde 指挥若定
zhrdo 追认
zhrg 中华人民共和国
zhrge 自燃
zhrh 众人
zhrho 做人
zhrhoi 侏儒
zhri 值日
zhrk 自然
zhrm 走火入魔
zhrn 自如
zhrw 自若
zhrx 震撼人心
zhs 最好是
zhsb 自述
zhsbo 追述
zhsc 张皇失措
zhsd 坐视
zhsde 作诗
zhsdeo 自诉
zhsdo 众说
zhsdoo 追诉
zhse 追思
zhsee 自赎
zhsf 珠海市
zhsfe 庄河市
zhsfo 遵化市
zhsg 自首
zhsge 作数
zhsh 自身
zhsho 纵横四海
zhsi 自是
zhsie 组合式
zhsj 自杀
zhsjo 追杀
zhsje 驻华使节
zhsk 作色
zhsko 紫红色
zhskoe 朱红色
zhsl 自私
zhsle 坐失
zhslo 众生
zhsloe 最后胜利
zhsm 住所
zhsme 指挥所
zhsmo 逐行扫描
zhsn 作声
zhsno 做声
zhso 做寿
zhsp 作死
zhsr 追上
zhsro 做上
zhss 住宿
zhsse 自恃
zhsseo 值守
zhsso 仗恃
zhst 追溯
zhste 自省
zhsu 住手
zhsuo 追授
zhsy 做事
zhsye 咋回事
zhsyo 追索
zhsyoe 做好事
zhsz 追随
zhsze 作祟
zhszo 综合素质
zht 综合体
zhtd 追讨
zhtdo 纵横谈
zhtdoe 最后通牒
zhte 作图
zhtf 作痛
zhth 自体
zhthi 章回体
zhti 做题
zhtj 追逃
zhtjo 侦听
zhtp 作态
zhtu 侦探
zhtw 坐堂
zhtx 坐台
zhtz 在会谈中
zhv 这会儿
zhvh 自傲
zhvj 做爱
zhvje 作呕
zhvjeo 自爱
zhvk 侄儿
zhvn 中华儿女
zhvs 作案
zhvw 自艾
zhvy 作恶
zhw 转化为
zhwa 追问
zhwae 自问
zhwb 自慰
zhwbo 追尾
zhwd 自谓
zhwe 中华网
zhwf 作文
zhwfo 众望
zhwfoo 转祸为福
zhwg 作为
zhwge 自为
zhwgo 做为
zhwh 坐位
zhwhi 中华文化
zhwk 债务
zhwke 自外
zhwkei 自刎
zhwl 自我
zhwle 作物
zhwm 中华文明
zhwo 指环王
zhws 做完
zhwy 坐卧
zhwye 正合我意
zhwz 自卫
zhx 综合性
zhxb 自相
zhxbe 住校
zhxbo 追寻
zhxboo 追想
zhxc 仔细
zhxd 自诩
zhxdo 侦讯
zhxe 彰化县
zhxf 自新
zhxfe 坐席
zhxfei 自序
zhxh 自信
zhxhe 自修
zhxhei 自画像
zhxheo 作息
zhxi 追星
zhxio 众星
zhxj 作响
zhxl 自选
zhxle 作秀
zhxm 自行
zhxp 仲夏
zhxr 做些
zhxre 作些
zhxree 自销
zhxs 自学
zhxse 朝花夕拾
zhxsi 章回小说
zhxt 自小
zhxte 指挥系统
zhxto 做小
zhxx 自习
zhxxe 自毁形象
zhxxo 做戏
zhxy 坐下
zhxye 住下
zhxyeo 作协
zhy 指挥员
zhyb 自已
zhybe 坐椅
zhyc 自幼
zhyce 自缢
zhyd 自语
zhye 自由
zhyee 自因
zhyf 自应
zhyg 仗义
zhyge 自养
zhyh 自愈
zhyj 综合研究
zhyk 作用
zhyke 自用
zhyn 自娱
zhyne 值域
zhyp 自有
zhype 自愿
zhyq 作业
zhys 追忆
zhyu 作揖
zhyue 坐拥
zhyw 自营
zhyx 佐以
zhyxe 组合音响
zhyz 住院
zhyzo 众院
zhz 综合症
zhzb 综合指标
zhzd 作证
zhzde 佐证
zhzdeu 坐诊
zhze 做贼
zhzee 自助
zhzeo 追赠
zhzeoe 追赃
zhzeoo 做账
zhzf 自主
zhzfe 作主
zhzfee 作准
zhzfo 做主
zhzfoe 债主
zhzg 自尊
zhzge 坐着
zhzgo 做着
zhzgoe 仗着
zhzh 做作
zhzhe 自传
zhzho 做做
zhzi 自转
zhzj 追踪
zhzje 自足
zhzjeo 伫足
zhzk 仔猪
zhzl 自知
zhzle 自制
zhzlee 自重
zhzlo 综合治理
zhzm 综合征
zhzn 住址
zhzo 自责
zhzoe 自珍
zhzp 坐在
zhzpe 住在
zhzpee 自在
zhzpo 追逐
zhzpoa 传化糟粕
zhzr 作战
zhzre 坐镇
zhzs 住宅
zhzso 综合指数
zhzt 自治
zhzu 自找
zhzx 指挥中心
zhzy 作者
zhzyo 之乎者也
zhzz 侄子
zhzzu 贼喊捉贼
zibb 最棒
zibbo 照壁
zibd 早被
zibf 转变
zibfo 致病
zibj 暂别
zibk 转包
zibl 转笔
zibn 照办
zibo 早班
zibp 最不
zibpe 暂不
zibs 至宝
zibu 转播
zibui 早报
zibuo 照搬
zibw 最薄
zicb 最迟
zicbe 至迟
zicbi 早迟
zicc 最纯
zicd 最初
zicde 至诚
zicdo 致词
zicf 早产
zicfo 转产
zicg 最差
zich 斩仓
zici 早晨
zicii 早车
zicio 转车
zicl 最长
ziclo 致辞
zicm 转船
zicn 早场
zico 早春
zicp 转成
zicpe 暂存
zicpo 致残
zicpoe 转存
zicr 至此
zicri 早餐
zicro 照此
zicu 早操
zicuo 照抄
zicw 照常
zicwi 早茶
zicy 早朝
zicz 转出
zicze 轴承
ziczi 早出
ziczo 照出
ziczoe 最丑
zidb 转导
zidd 早读
zide 致电
zidf 照度
zidg 斩断
zidgi 匝道
zidgo 转道
zidgoo 转递
zidh 最低
zidho 转贷
zidi 转到
zidii 早到
zidio 照到
zidk 最多
zidke 至多
zidl 最短
zidli 早稻
zidm 照得
zidme 至德
zidn 匝地
zido 转动
zidp 最大
zidpe 至大
zidpo 转达
zidr 早点
zids 暂定
zidw 至当
zifa 转阀
zifk 早饭
zifko 最负
zifn 转发
zifno 照发
zifs 最富
zifso 致富
zifu 照拂
zigc 转给
zigd 早该
zige 最贵
zigeo 转岗
zigf 最高
zigfe 至高
zigfo 最广
zigg 至关
zigh 暂估
zigi 转轨
zigia 轧辊
zigj 至公
zigl 转告
ziglo 照管
zigo 转干
zigp 照顾
zigr 轧钢
zigt 转归
zigy 转过
zihc 暂缓
zihco 最红
zihe 转回
ziheo 转圈
ziheoo 转圜
zihh 转化
zihho 转会
zihhoo 照会
zihl 昭和
zihm 最后
zihn 最好
zihne 至好
zihni 早婚
zihno 最坏
zihnoe 转好
zihnoo 致贺
ziht 照海
zihto 转汇
zihu 转换
zihuo 照护
zihw 斩获
zihwa 轧花
zihz 致函
zija 早间
zijb 至极
zijba 轧机
zijbe 昭君
zijbee 暂居
zijbo 转机
zije 最具
zijeo 照见
zijf 早就
zijfe 至交
zijfi 斩将
zijfo 转交
zijh 至今
zijhe 暂借
zijho 最佳
zijhoe 转借
ziji 照旧
zijj 轴距
zijk 转角
zijko 最久
zijl 最简
zijlo 转矩
zijm 最近
zijn 转嫁
zijo 转进
zijs 昭觉
zijso 转寄
ziju 转接
zijw 致敬
zijx 最劲
zijy 早教
zikd 早课
zikj 转口
zikl 转科
ziks 最快
zikso 最宽
ziku 照看
zikue 暂扣
ziky 最酷
zilb 最灵
zilbo 转录
zilc 转脸
zild 致礼
zile 最累
zilf 照亮
zilfi 早恋
zilfo 最冷
zilfoa 最亮
zilg 照料
zilgo 转炉
zilh 最令
zilho 照例
zilk 暂留
ziln 致力
zilo 照理
ziloe 至理
zilq 照临
zilt 转流
zilu 转来
zilui 早来
zily 最老
zimg 最美
zimh 致命
zimi 照明
ziml 致敏
zimn 最妙
zimo 最末
zimp 照面
zimpo 转码
zims 最慢
zimso 致密
zimy 转卖
zinh 转念
zini 转暖
zinj 早呢
zinl 早年
zinx 最难
zinxo 最能
ziph 照片
zipm 转盘
zips 最怕
zipu 最平
zipue 昭平
zipuo 照排
ziqb 最强
ziqbe 至强
ziqbo 转强
ziqe 暂且
ziqeo 转圈
ziqf 至亲
ziqg 最前
ziqgi 早前
ziqgo 致歉
ziqh 最全
ziqi 最轻
ziql 暂缺
ziqli 早秋
ziqn 早起
ziqs 至情
ziqso 最穷
ziqt 最浅
ziqy 早期
ziqyo 最巧
zirb 最弱
zirbo 转弱
zird 转让
zirdo 最让
zirh 照人
zirha 轧人
zirhe 至人
zirho 转任
ziri 昨日
zirie 至日
zirii 早日
zirj 转入
zirk 昭然
ziru 最热
zisb 转述
zisc 致胜
zisd 早说
zisdo 照说
zise 转瞬
zisei 早睡
zisf 早熟
zisfi 早衰
zisfii 早市
zisg 斩首
zisge 至善
zisgi 匝数
zisgo 转送
zisgoo 转数
zish 转身
zisho 照射
zishoo 致使
zishou 致伤
zisi 暂时
zisj 斩杀
zisjo 最受
zisl 转生
zisli 早生
ziso 昭示
zisp 致死
zispa 轧死
zispi 早死
zispo 最爽
zisr 早上
zisre 至上
zisro 最上
zisroe 转上
ziss 照实
zist 至少
ziste 至深
zisto 最少
zistoo 最深
zisu 转手
zisui 早逝
zisuie 早霜
zisw 昭苏
zisy 转世
zisyo 转速
zitb 早退
zite 转贴
ziteo 转帖
zith 暂停
zitho 转体
zito 昨天
zitp 暂态
zitpe 轴套
zits 转头
zitu 转托
zitx 转台
zitxe 昭通
zivf 致哀
zivfo 致癌
zivj 最爱
zivje 至爱
zivl 最矮
zivp 转而
zivs 早安
ziwf 转弯
ziwg 最为
ziwge 至为
ziwgo 转为
ziwi 昨晚
ziwie 轴瓦
ziwii 早晚
ziwio 最晚
ziwm 转往
ziwo 最无
ziwoe 暂无
ziwoeo 暂未
ziwy 至五
zixb 最想
zixbo 照相
zixboo 转校
zixc 轴线
zixd 致谢
zixde 轴心
zixf 最新
zixh 转向
zixho 致信
zixhoo 照像
zixj 最凶
zixjo 最响
zixk 转系
zixl 最先
zixle 轴箱
zixli 早先
zixlo 最香
zixm 暂行
zixo 转型
zixr 早些
zixs 转学
zixt 最小
zixti 早泄
zixu 昭雪
zixy 最下
ziyb 早已
ziybo 照样
ziyboe 转椅
ziyd 转译
ziye 转眼
ziyf 昨夜
ziyfi 早育
ziyfo 照应
ziyfoo 致意
ziyh 最优
ziyho 转悠
ziyi 最易
ziyj 转喻
ziyk 转用
ziyke 暂用
ziyko 照用
ziyl 转移
ziyn 斩妖
ziyni 早孕
ziyo 至于
ziyoi 早于
ziyoo 最远
ziyooo 致远
ziyp 最有
ziype 至友
ziypi 早有
ziypo 最右
ziyq 转业
ziyw 照耀
ziyx 致以
ziyz 至阳
ziyze 至阴
ziyzo 转院
zizc 最终
zize 转帐
zizea 轧账
zizeo 转赠
zizeoo 转账
zizf 照准
zizfo 照章
zizg 至尊
zizgo 照着
zizh 暂住
zizi 最早
zizie 昭昭
zizii 早早
zizio 最最
zizioe 转轴
zizl 最重
zizla 轧制
zizle 辎重
zizli 早知
zizlii 早种
zizlo 转制
zizloe 转租
zizn 转增
zizp 早在
zizpo 照在
zizpoe 最左
zizr 转战
zizs 最窄
zizt 转注
zizu 转折
zizw 昭著
zizy 转正
zizye 至真
zizyo 转载
zizyoo 转职
zizyoi 致醉
zizz 转子
zjb 最基本
zjbb 主机板
zjbbe 正经八百
zjbd 只被
zjbf 足部
zjbg 总结报告
zjbh 装甲兵
zjbi 只比
zjbl 嘴笨
zjblo 真金不怕火炼
zjbn 嘴边
zjbne 咋办
zjbu 只把
zjby 足本
zjbz 嘴巴
zjbze 招架不住
zjbzo 资金不足
zjc 装甲车
zjcb 中间层
zjcbo 真假参半
zjcd 助记词
zjcda 祝酒词
zjcf 政纪处分
zjcg 只差
zjch 只从
zjci 装甲车
zjcj 只吃
zjcjo 足彩
zjck 嘴馋
zjcke 增加出口
zjcl 铢积寸累
zjcn 足赤
zjcno 紫禁城
zjcp 嘴唇
zjcr 只此
zjcs 只穿
zjcse 作家出版社
zjcsi 折戟沉沙
zjcx 走街串巷
zjcxo 走街穿巷
zjcy 直接参与
zjcz 最杰出
zjd 自己的
zjdc 针灸大成
zjdd 只读
zjddi 洲际导弹
zjdf 足底
zjdfo 走极端
zjdg 只道
zjdh 之间的
zjdhe 直接的
zjdhi 中间的
zjdho 最近的
zjdhoe 资金的
zjdi 只到
zjdie 增加到
zjdl 只等
zjdm 只得
zjdmi 针尖对麦芒
zjdmo 总觉得
zjdn 庄稼地
zjdna 宅基地
zjdo 躁动
zjdq 资金短缺
zjdu 只打
zjdw 只当
zjdx 只对
zjdxi 浙江大学
zjdz 直接导致
zjf 中间方
zjfb 折旧费
zjff 中介方
zjfj 嘱咐
zjfk 作奸犯科
zjfl 咒符
zjfm 自掘坟墓
zjfo 兆丰
zjfy 中级法院
zjg 芝加哥
zjgb 只敢
zjgc 只给
zjgce 在建工程
zjgd 直接关系到
zjgh 只供
zjghe 咋个
zjgk 足够
zjgko 只够
zjgl 只管
zjgp 只顾
zjgs 只怪
zjgso 张家港市
zjgt 张家港
zjgte 坐井观天
zjgy 只过
zjgya 祝酒歌
zjgz 总结工作
zjh 这句话
zjhd 这句话
zjhh 只会
zjhhe 证监会
zjhg 纵酒欢歌
zjhhi 邹家华
zjhho 总结会
zjhj 咋呼
zjhji 中间环节
zjhl 只和
zjhn 只好
zjhno 兆赫
zjht 庄稼汉
zjhw 紫荆花
zjhz 在讲话中
zjj 最接近
zjjb 质监局
zjjc 专家级
zjje 只见
zjjee 趾甲
zjjeo 足见
zjjeoo 宗教界
zjjf 踪迹
zjjfo 足迹
zjjfoi 镇静剂
zjjfoo 只将
zjjg 中介机构
zjjh 中间件
zjji 再结晶
zjjie 重结晶
zjjj 啁啾
zjjk 嘴角
zjjm 最接近
zjjn 最近几年
zjjo 只进
zjjr 足金
zjjs 咱家
zjjse 在经济上
zjjso 张家界市
zjjsoe 总经济师
zjjw 整军经武
zjjx 在京举行
zjjy 总结经验
zjjz 捉襟见肘
zjk 找借口
zjkj 张家口
zjkjo 珠江口
zjkk 躁狂
zjkm 在京开幕
zjks 张家口市
zjku 只看
zjky 只可
zjkyo 足可
zjkyoe 足控
zjl 增加了
zjlc 嘴脸
zjlce 主教练
zjlco 总教练
zjld 直截了当
zjle 嘴里
zjlh 咱俩
zjli 足量
zjlk 只留
zjll 中坚力量
zjllo 资金利润率
zjlo 总经理
zjly 足联
zjlyo 资金来源
zjlz 增加了
zjm 专家们
zjma 只买
zjmb 真假莫辨
zjmd 终极目的
zjmg 指鸡骂狗
zjmh 咱们
zjmj 咒骂
zjmp 炸酱面
zjmpe 主界面
zjmu 咂摸
zjmy 只卖
zjn 这几年
zjnb 真假难辨
zjnl 这几年来
zjnt 在劫难逃
zjnx 只能
zjp 中间派
zjpe 只盼
zjph 只凭
zjpm 椎间盘
zjpme 佐金平木
zjpn 嘴皮
zjps 只怕
zjpt 中间派
zjpy 只配
zjq 浈江区
zjqb 自决权
zjqi 浈江区
zjqo 足球
zjqy 只求
zjqz 证据确凿
zjr 自己人
zjrb 浙江日报
zjrd 只让
zjrh 至今仍
zjrhe 自家人
zjrhei 主讲人
zjrheo 召集人
zjrhi 中间人
zjri 嘴软
zjrl 装机容量
zjrq 自即日起
zjry 中级人民法院
zjrz 直接融资
zjs 这件事
zjsb 重金属
zjsd 只说
zjse 紫金山
zjsf 中间商
zjsfo 遵纪守法
zjsg 只数
zjsge 字节数
zjsh 只身
zjsho 啄食
zjshoe 只售
zjsi 只是
zjsie 再就是
zjsio 这就是
zjsioa 终究是
zjsj 斩尽杀绝
zjsjo 宗教事务局
zjsl 只剩
zjsle 咋舌
zjslo 只算
zjsloa 只见树木，不见森林
zjsn 吱声
zjsno 噪声
zjsp 重晶石
zjsr 嘴上
zjsre 增加收入
zjss 这就是说
zjsse 在技术上
zjst 浙江省
zjsu 只手
zjsui 嘴损
zjsx 直角三角形
zjsy 这件事
zjsz 只收
zjszo 尊敬师长
zjszoe 长江三角洲
zjt 这几天
zjte 只图
zjteo 杂技团
zjtj 只听
zjtjo 最佳途径
zjtn 足坛
zjtni 针灸推拿
zjto 这几天
zjts 兆头
zjtu 嘱托
zjtz 直接投资
zjtze 增加投资
zjv 总金额
zjvj 只爱
zjvs 足额
zjvso 镇惊安神
zjw 中纪委
zjwa 只问
zjwg 只为
zjwh 兆位
zjwi 兆瓦
zjwk 左金丸
zjwl 资金外流
zjww 朝九晚五
zjwx 传记文学
zjwz 正襟危坐
zjx 总结性
zjxb 只想
zjxc 中继线
zjxco 逐渐形成
zjxd 只许
zjxg 最佳效果
zjxh 只像
zjxl 主机箱
zjxm 只须
zjxs 宗教学
zjxse 自觉性
zjxt 只消
zjxto 专家系统
zjxu 只需
zjxw 粘胶纤维
zjxy 足下
zjxyo 足协
zjxyoo 宗教信仰
zjxz 只限
zjxze 椎间隙
zjxzo 专家学者
zjy 再教育
zjyb 咋样
zjyc 足月
zjyd 咒语
zjyde 罪加一等
zjye 只眼
zjyeo 只因
zjyeoe 只由
zjyf 噪音
zjyfo 只应
zjyh 张景岳
zjyi 踪影
zjyio 只与
zjyj 吱呀
zjyk 只用
zjyko 足印
zjyp 只有
zjype 自解压
zjypi 嘴硬
zjypo 只愿
zjypoe 足有
zjyq 再就业
zjyt 指甲油
zjyx 足以
zjyxe 直接影响
zjyxo 足矣
zjyy 只要
zjz 终结者
zjzb 知己知彼
zjzbe 直角坐标
zjzc 专家组
zjzf 只准
zjzfe 作茧自缚
zjzfi 中继站
zjzh 只做
zjzhe 增加值
zjzho 只作
zjzhoi 总价值
zjzhoo 抓紧抓好
zjzj 足足
zjzje 喳喳
zjzji 咂嘴
zjzjio 踯躅
zjzjo 啧啧
zjzjoo 吱吱
zjzk 兆周
zjzl 再接再厉
zjzm 纸介质
zjzp 只在
zjzr 只占
zjzre 阻击战
zjzro 追究责任
zjzs 只字
zjzt 最佳状态
zjzw 震惊中外
zjzy 中奖者
zjzye 自觉自愿
zjzyea 直觉主义
zjzyo 专兼职
zjzz 嘴子
zjzze 自给自足
zjzzo 照镜子
zjzzoe 资金周转
zkb 真空泵
zkbf 争辩
zkbfo 杂病
zkbn 周边
zkbni 争办
zkbp 真空泵
zkbr 自愧不如
zkbt 杂波
zkbu 争霸
zkbue 周报
zkby 专科毕业
zkbz 真空包装
zkch 争创
zkcj 争吵
zkcl 周长
zkcn 猪场
zkcni 邹城
zkco 争春
zkcs 争宠
zkcu 争持
zkcw 杂草
zkcy 周朝
zkd 最快的
zkdf 争端
zkdfe 周口店
zkdfo 杂店
zkdh 周代
zkdhe 召开的
zkdho 杂贷
zkdhoa 状况的
zkdhoi 展开的
zkdi 周到
zkdk 杂多
zkdm 争得
zkdp 争夺
zkdpi 中科大
zkds 争斗
zkdw 争当
zkdy 争顶
zkfb 杂费
zkfr 争锋
zkfre 自愧弗如
zkfw 争芳
zkg 主考官
zkgc 猪肝
zkge 争购
zkgf 争高
zkgh 猪倌
zkgj 周公
zkgl 真空管
zkglo 真空感应炉
zkgp 杂感
zkgs 主考官
zkgw 争光
zkgx 主客观
zkhg 杂烩
zkhh 杂货
zkhm 争衡
zkhs 罪魁祸首
zkht 杂活
zkhy 召开会议
zkjb 杂居
zkjd 杂记
zkjde 周记
zkje 猪圈
zkjf 杂交
zkjh 杂件
zkjq 皱紧
zkjr 杂锦
zkjs 杂家
zkjso 张口结舌
zkjsoo 总会计师
zkjt 周济
zkju 杂技
zkkg 炙烤
zkkj 周口
zkko 周刊
zkl 召开了
zklc 争脸
zkld 争论
zklf 周六
zklg 杂粮
zklh 逐客令
zklj 争路
zkll 杂乱
zklw 猪苓
zklz 召开了
zkmb 杂木
zkmc 致开幕词
zkmj 争鸣
zkml 杂毛
zkmo 周末
zkms 周密
zkmy 转口贸易
zkmz 皱眉
zkn 最可能
zknd 众口难调
zknh 杂念
zknk 狰狞
zknl 周年
zkns 周宁
zknx 最可能
zkph 杂牌
zkpj 杂品
zkpn 猪皮
zkpp 阻抗匹配
zkpu 猪排
zkpui 邹平
zkq 制空权
zkqb 争权
zkqbi 争强
zkqh 周全
zkql 争气
zkqn 皱起
zkqne 旨趣
zkqu 争抢
zkqy 争取
zkqye 周期
zkre 猪肉
zkrg 杂糅
zkri 周日
zkru 炙热
zks 周口市
zksc 争胜
zksco 杂书
zksd 杂说
zkse 周岁
zksee 周四
zksf 周口市
zksh 周身
zksho 杂食
zksi 旨是
zksj 众口铄金
zksk 杂色
zksl 杂税
zkso 周三
zksp 杂碎
zkspo 杂耍
zksy 杂事
zktd 杂谈
zktl 展开讨论
zkto 周天
zkts 猪头
zktt 杂沓
zkvo 周二
zkw 真可谓
zkwc 皱纹
zkwd 真可谓
zkwe 周围
zkwf 杂文
zkwk 杂务
zkwl 杂物
zkws 猪窝
zkwy 周五
zkx 只可惜
zkxb 争相
zkxd 周详
zkxe 邹县
zkxf 周旋
zkxl 争先
zkxp 争雄
zkxs 只可惜
zkxw 周薪
zkxx 专科学校
zkxy 杂项
zky 睁开眼
zkyc 众口一词
zkyco 只可意会，不可言传
zkyd 争议
zkye 周一
zkyf 旨意
zkyfo 杂音
zkyh 周延
zkyhi 争优
zkyi 周易
zkyj 睁开眼睛
zkym 杂役
zkyo 周瑜
zkyoi 争艳
zkyt 周游
zkyte 猪油
zkyu 赵匡胤
zkyx 这可以
zkyy 专科医院
zkyz 杂院
zkyzi 中科院
zkz 钻空子
zkzd 皱褶
zkzde 准考证
zkze 猪崽
zkzf 周章
zkzfe 周庄
zkzfo 杂症
zkzg 争着
zkzh 争做
zkzi 周转
